Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
4/12/2020,Ulster,18,630,242,3866
4/13/2020,Ulster,60,690,424,4290
4/14/2020,Ulster,43,733,259,4549
4/15/2020,Ulster,28,761,189,4738
4/16/2020,Ulster,27,788,142,4880
4/17/2020,Ulster,32,820,239,5119
4/18/2020,Ulster,34,854,170,5289
4/19/2020,Ulster,23,877,167,5456
4/20/2020,Ulster,16,893,85,5541
4/21/2020,Ulster,20,913,110,5651
4/22/2020,Ulster,29,942,152,5803
4/23/2020,Ulster,34,976,208,6011
4/24/2020,Ulster,190,1166,928,6939
4/25/2020,Ulster,24,1190,207,7146
4/26/2020,Ulster,29,1219,198,7344
4/27/2020,Ulster,11,1230,94,7438
4/28/2020,Ulster,22,1252,335,7773
4/29/2020,Ulster,27,1279,309,8082
4/30/2020,Ulster,19,1298,336,8418
5/1/2020,Ulster,29,1327,362,8780
5/2/2020,Ulster,14,1341,256,9036
5/3/2020,Ulster,13,1354,198,9234
5/4/2020,Ulster,3,1357,104,9338
5/5/2020,Ulster,26,1383,272,9610
5/6/2020,Ulster,33,1416,298,9908
5/7/2020,Ulster,13,1429,276,10184
5/8/2020,Ulster,11,1440,195,10379
5/9/2020,Ulster,10,1450,210,10589
5/10/2020,Ulster,4,1454,135,10724
5/11/2020,Ulster,11,1465,96,10820
5/12/2020,Ulster,16,1481,314,11134
5/13/2020,Ulster,14,1495,536,11670
5/14/2020,Ulster,16,1511,431,12101
5/15/2020,Ulster,26,1537,398,12499
5/16/2020,Ulster,15,1552,345,12844
5/17/2020,Ulster,5,1557,227,13071
5/18/2020,Ulster,8,1565,177,13248
5/19/2020,Ulster,6,1571,284,13532
5/20/2020,Ulster,13,1584,799,14331
5/21/2020,Ulster,11,1595,552,14883
5/22/2020,Ulster,11,1606,418,15301
5/23/2020,Ulster,11,1617,470,15771
5/24/2020,Ulster,15,1632,590,16361
5/25/2020,Ulster,6,1638,162,16523
5/26/2020,Ulster,7,1645,355,16878
5/27/2020,Ulster,13,1658,556,17434
5/28/2020,Ulster,5,1663,683,18117
5/29/2020,Ulster,15,1678,746,18863
5/30/2020,Ulster,7,1685,529,19392
5/31/2020,Ulster,6,1691,538,19930
6/1/2020,Ulster,5,1696,327,20257
6/2/2020,Ulster,5,1701,504,20761
6/3/2020,Ulster,3,1704,617,21378
6/4/2020,Ulster,7,1711,1121,22499
6/5/2020,Ulster,3,1714,776,23275
6/6/2020,Ulster,4,1718,600,23875
6/7/2020,Ulster,3,1721,644,24519
6/8/2020,Ulster,3,1724,403,24922
6/9/2020,Ulster,2,1726,402,25324
6/10/2020,Ulster,3,1729,609,25933
6/11/2020,Ulster,5,1734,731,26664
6/12/2020,Ulster,5,1739,666,27330
6/13/2020,Ulster,2,1741,506,27836
6/14/2020,Ulster,0,1741,502,28338
6/15/2020,Ulster,1,1742,546,28884
6/16/2020,Ulster,2,1744,578,29462
6/17/2020,Ulster,2,1746,740,30202
6/18/2020,Ulster,3,1749,820,31022
6/19/2020,Ulster,1,1750,560,31582
6/20/2020,Ulster,4,1754,706,32288
6/21/2020,Ulster,2,1756,583,32871
6/22/2020,Ulster,1,1757,312,33183
6/23/2020,Ulster,3,1760,262,33445
6/24/2020,Ulster,5,1765,762,34207
6/25/2020,Ulster,3,1768,715,34922
6/26/2020,Ulster,5,1773,902,35824
6/27/2020,Ulster,5,1778,541,36365
6/28/2020,Ulster,0,1778,359,36724
6/29/2020,Ulster,3,1781,367,37091
6/30/2020,Ulster,1,1782,617,37708
7/1/2020,Ulster,8,1790,581,38289
7/2/2020,Ulster,25,1815,768,39057
7/3/2020,Ulster,10,1825,564,39621
7/4/2020,Ulster,9,1834,698,40319
7/5/2020,Ulster,6,1840,507,40826
7/6/2020,Ulster,3,1843,472,41298
7/7/2020,Ulster,2,1845,371,41669
7/8/2020,Ulster,6,1851,690,42359
7/9/2020,Ulster,2,1853,659,43018
7/10/2020,Ulster,2,1855,636,43654
7/11/2020,Ulster,4,1859,430,44084
7/12/2020,Ulster,3,1862,447,44531
7/13/2020,Ulster,10,1872,525,45056
7/14/2020,Ulster,16,1888,823,45879
3/2/2020,Warren,0,0,0,0
3/3/2020,Warren,0,0,0,0
3/4/2020,Warren,0,0,0,0
3/5/2020,Warren,0,0,0,0
3/6/2020,Warren,0,0,0,0
3/7/2020,Warren,0,0,1,1
3/8/2020,Warren,0,0,0,1
3/9/2020,Warren,0,0,0,1
3/10/2020,Warren,0,0,2,3
3/11/2020,Warren,0,0,1,4
3/12/2020,Warren,0,0,0,4
3/13/2020,Warren,0,0,2,6
3/14/2020,Warren,0,0,13,19
3/15/2020,Warren,0,0,12,31
3/16/2020,Warren,0,0,14,45
3/17/2020,Warren,1,1,16,61
3/18/2020,Warren,0,1,8,69
3/19/2020,Warren,0,1,17,86
3/20/2020,Warren,0,1,31,117
3/21/2020,Warren,0,1,28,145
3/22/2020,Warren,1,2,81,226
3/23/2020,Warren,0,2,8,234
3/24/2020,Warren,0,2,52,286
3/25/2020,Warren,0,2,16,302
3/26/2020,Warren,6,8,54,356
3/27/2020,Warren,5,13,59,415
3/28/2020,Warren,5,18,38,453
3/29/2020,Warren,0,18,3,456
3/30/2020,Warren,0,18,6,462
3/31/2020,Warren,0,18,7,469
4/1/2020,Warren,0,18,9,478
4/2/2020,Warren,1,19,11,489
4/3/2020,Warren,1,20,7,496
4/4/2020,Warren,5,25,13,509
4/5/2020,Warren,1,26,12,521
4/6/2020,Warren,5,31,15,536
4/7/2020,Warren,2,33,14,550
4/8/2020,Warren,7,40,31,581
4/9/2020,Warren,3,43,21,602
4/10/2020,Warren,1,44,17,619
4/11/2020,Warren,2,46,20,639
4/12/2020,Warren,2,48,18,657
4/13/2020,Warren,29,77,67,724
4/14/2020,Warren,0,77,7,731
4/15/2020,Warren,4,81,35,766
4/16/2020,Warren,10,91,41,807
4/17/2020,Warren,3,94,38,845
4/18/2020,Warren,2,96,27,872
4/19/2020,Warren,5,101,20,892
4/20/2020,Warren,1,102,13,905
4/21/2020,Warren,6,108,33,938
4/22/2020,Warren,11,119,40,978
4/23/2020,Warren,3,122,38,1016
4/24/2020,Warren,10,132,94,1110
4/25/2020,Warren,3,135,61,1171
4/26/2020,Warren,12,147,60,1231
4/27/2020,Warren,3,150,25,1256
4/28/2020,Warren,2,152,12,1268
4/29/2020,Warren,24,176,105,1373
4/30/2020,Warren,6,182,94,1467
5/1/2020,Warren,3,185,66,1533
5/2/2020,Warren,3,188,43,1576
5/3/2020,Warren,4,192,53,1629
5/4/2020,Warren,0,192,34,1663
5/5/2020,Warren,1,193,22,1685
5/6/2020,Warren,0,193,44,1729
5/7/2020,Warren,6,199,72,1801
5/8/2020,Warren,3,202,97,1898
5/9/2020,Warren,5,207,149,2047
5/10/2020,Warren,10,217,90,2137
5/11/2020,Warren,4,221,40,2177
5/12/2020,Warren,2,223,127,2304
5/13/2020,Warren,4,227,192,2496
5/14/2020,Warren,1,228,137,2633
5/15/2020,Warren,0,228,116,2749
5/16/2020,Warren,4,232,205,2954
5/17/2020,Warren,2,234,130,3084
5/18/2020,Warren,1,235,52,3136
5/19/2020,Warren,0,235,102,3238
5/20/2020,Warren,6,241,213,3451
5/21/2020,Warren,5,246,234,3685
5/22/2020,Warren,3,249,114,3799
5/23/2020,Warren,1,250,159,3958
5/24/2020,Warren,1,251,65,4023
5/25/2020,Warren,0,251,56,4079
5/26/2020,Warren,1,252,111,4190
5/27/2020,Warren,1,253,116,4306
5/28/2020,Warren,1,254,205,4511
5/29/2020,Warren,1,255,235,4746
5/30/2020,Warren,0,255,255,5001
5/31/2020,Warren,0,255,112,5113
6/1/2020,Warren,0,255,139,5252
6/2/2020,Warren,1,256,156,5408
6/3/2020,Warren,0,256,344,5752
6/4/2020,Warren,0,256,235,5987
6/5/2020,Warren,1,257,137,6124
6/6/2020,Warren,0,257,256,6380
6/7/2020,Warren,0,257,204,6584
6/8/2020,Warren,0,257,12,6596
6/9/2020,Warren,0,257,189,6785
6/10/2020,Warren,0,257,234,7019
6/11/2020,Warren,0,257,344,7363
6/12/2020,Warren,0,257,135,7498
6/13/2020,Warren,0,257,86,7584
6/14/2020,Warren,0,257,195,7779
6/15/2020,Warren,0,257,62,7841
6/16/2020,Warren,0,257,177,8018
6/17/2020,Warren,1,258,225,8243
6/18/2020,Warren,3,261,193,8436
6/19/2020,Warren,0,261,175,8611
6/20/2020,Warren,0,261,155,8766
6/21/2020,Warren,1,262,141,8907
6/22/2020,Warren,0,262,62,8969
6/23/2020,Warren,0,262,177,9146
6/24/2020,Warren,1,263,138,9284
6/25/2020,Warren,0,263,101,9385
6/26/2020,Warren,0,263,210,9595
6/27/2020,Warren,0,263,153,9748
6/28/2020,Warren,0,263,144,9892
6/29/2020,Warren,0,263,51,9943
6/30/2020,Warren,0,263,137,10080
7/1/2020,Warren,1,264,174,10254
7/2/2020,Warren,2,266,117,10371
7/3/2020,Warren,2,268,134,10505
7/4/2020,Warren,1,269,131,10636
7/5/2020,Warren,3,272,164,10800
7/6/2020,Warren,1,273,62,10862
7/7/2020,Warren,0,273,193,11055
7/8/2020,Warren,0,273,133,11188
7/9/2020,Warren,1,274,247,11435
7/10/2020,Warren,0,274,157,11592
7/11/2020,Warren,3,277,264,11856
7/12/2020,Warren,3,280,219,12075
7/13/2020,Warren,0,280,77,12152
7/14/2020,Warren,4,284,194,12346
3/2/2020,Washington,0,0,0,0
3/3/2020,Washington,0,0,0,0
3/4/2020,Washington,0,0,0,0
3/5/2020,Washington,0,0,0,0
3/6/2020,Washington,0,0,0,0
3/7/2020,Washington,0,0,0,0
3/8/2020,Washington,0,0,2,2
3/9/2020,Washington,0,0,0,2
3/10/2020,Washington,0,0,1,3
3/11/2020,Washington,0,0,4,7
3/12/2020,Washington,0,0,0,7
3/13/2020,Washington,0,0,1,8
3/14/2020,Washington,0,0,1,9
3/15/2020,Washington,0,0,5,14
3/16/2020,Washington,0,0,4,18
3/17/2020,Washington,1,1,9,27
3/18/2020,Washington,0,1,5,32
3/19/2020,Washington,0,1,8,40
3/20/2020,Washington,0,1,10,50
3/21/2020,Washington,0,1,18,68
3/22/2020,Washington,2,3,52,120
3/23/2020,Washington,0,3,7,127
3/24/2020,Washington,1,4,25,152
3/25/2020,Washington,0,4,18,170
3/26/2020,Washington,2,6,19,189
3/27/2020,Washington,0,6,40,229
3/28/2020,Washington,1,7,20,249
3/29/2020,Washington,0,7,10,259
3/30/2020,Washington,3,10,7,266
3/31/2020,Washington,0,10,5,271
4/1/2020,Washington,2,12,9,280
4/2/2020,Washington,3,15,13,293
4/3/2020,Washington,1,16,9,302
4/4/2020,Washington,2,18,15,317
4/5/2020,Washington,1,19,2,319
4/6/2020,Washington,0,19,13,332
4/7/2020,Washington,1,20,27,359
4/8/2020,Washington,5,25,24,383
4/9/2020,Washington,1,26,14,397
4/10/2020,Washington,5,31,16,413
4/11/2020,Washington,3,34,18,431
4/12/2020,Washington,3,37,15,446
4/13/2020,Washington,3,40,36,482
4/14/2020,Washington,2,42,8,490
4/15/2020,Washington,4,46,24,514
4/16/2020,Washington,2,48,19,533
4/17/2020,Washington,4,52,25,558
4/18/2020,Washington,11,63,35,593
4/19/2020,Washington,2,65,9,602
4/20/2020,Washington,3,68,12,614
4/21/2020,Washington,5,73,17,631
4/22/2020,Washington,7,80,36,667
4/23/2020,Washington,3,83,26,693
4/24/2020,Washington,30,113,134,827
4/25/2020,Washington,14,127,51,878
4/26/2020,Washington,3,130,37,915
4/27/2020,Washington,1,131,13,928
4/28/2020,Washington,3,134,19,947
4/29/2020,Washington,14,148,58,1005
4/30/2020,Washington,22,170,88,1093
5/1/2020,Washington,14,184,63,1156
5/2/2020,Washington,2,186,63,1219
5/3/2020,Washington,2,188,31,1250
5/4/2020,Washington,0,188,22,1272
5/5/2020,Washington,1,189,25,1297
5/6/2020,Washington,1,190,20,1317
5/7/2020,Washington,11,201,106,1423
5/8/2020,Washington,3,204,86,1509
5/9/2020,Washington,2,206,60,1569
5/10/2020,Washington,4,210,39,1608
5/11/2020,Washington,0,210,24,1632
5/12/2020,Washington,4,214,66,1698
5/13/2020,Washington,1,215,77,1775
5/14/2020,Washington,2,217,65,1840
5/15/2020,Washington,1,218,75,1915
5/16/2020,Washington,1,219,70,1985
5/17/2020,Washington,0,219,47,2032
5/18/2020,Washington,1,220,41,2073
5/19/2020,Washington,1,221,66,2139
5/20/2020,Washington,1,222,87,2226
5/21/2020,Washington,2,224,100,2326
5/22/2020,Washington,1,225,70,2396
5/23/2020,Washington,1,226,213,2609
5/24/2020,Washington,2,228,51,2660
5/25/2020,Washington,0,228,106,2766
5/26/2020,Washington,0,228,107,2873
5/27/2020,Washington,3,231,293,3166
5/28/2020,Washington,1,232,340,3506
5/29/2020,Washington,3,235,240,3746
5/30/2020,Washington,0,235,222,3968
5/31/2020,Washington,0,235,99,4067
6/1/2020,Washington,2,237,81,4148
6/2/2020,Washington,1,238,270,4418
6/3/2020,Washington,0,238,354,4772
6/4/2020,Washington,2,240,158,4930
6/5/2020,Washington,0,240,254,5184
6/6/2020,Washington,0,240,243,5427
6/7/2020,Washington,0,240,211,5638
6/8/2020,Washington,0,240,32,5670
6/9/2020,Washington,0,240,260,5930
6/10/2020,Washington,1,241,230,6160
6/11/2020,Washington,1,242,368,6528
6/12/2020,Washington,0,242,238,6766
6/13/2020,Washington,1,243,99,6865
6/14/2020,Washington,0,243,185,7050
6/15/2020,Washington,0,243,67,7117
6/16/2020,Washington,0,243,164,7281
6/17/2020,Washington,0,243,171,7452
6/18/2020,Washington,0,243,148,7600
6/19/2020,Washington,1,244,206,7806
6/20/2020,Washington,0,244,121,7927
6/21/2020,Washington,0,244,118,8045
6/22/2020,Washington,0,244,35,8080
6/23/2020,Washington,0,244,239,8319
6/24/2020,Washington,1,245,185,8504
6/25/2020,Washington,0,245,109,8613
6/26/2020,Washington,0,245,213,8826
6/27/2020,Washington,1,246,193,9019
6/28/2020,Washington,0,246,157,9176
6/29/2020,Washington,0,246,50,9226
6/30/2020,Washington,0,246,172,9398
7/1/2020,Washington,0,246,156,9554
7/2/2020,Washington,0,246,86,9640
7/3/2020,Washington,0,246,192,9832
7/4/2020,Washington,0,246,79,9911
7/5/2020,Washington,1,247,206,10117
7/6/2020,Washington,0,247,55,10172
7/7/2020,Washington,0,247,196,10368
7/8/2020,Washington,1,248,160,10528
7/9/2020,Washington,1,249,242,10770
7/10/2020,Washington,0,249,176,10946
7/11/2020,Washington,0,249,153,11099
7/12/2020,Washington,0,249,148,11247
7/13/2020,Washington,1,250,111,11358
7/14/2020,Washington,0,250,178,11536
3/2/2020,Wayne,0,0,0,0
3/3/2020,Wayne,0,0,0,0
3/4/2020,Wayne,0,0,0,0
3/5/2020,Wayne,0,0,0,0
3/6/2020,Wayne,0,0,0,0
3/7/2020,Wayne,0,0,0,0
3/8/2020,Wayne,0,0,0,0
3/9/2020,Wayne,0,0,0,0
3/10/2020,Wayne,0,0,0,0
3/11/2020,Wayne,0,0,0,0
3/12/2020,Wayne,0,0,0,0
3/13/2020,Wayne,0,0,2,2
3/14/2020,Wayne,0,0,1,3
3/15/2020,Wayne,0,0,3,6
3/16/2020,Wayne,0,0,3,9
3/17/2020,Wayne,0,0,10,19
3/18/2020,Wayne,1,1,15,34
3/19/2020,Wayne,0,1,21,55
3/20/2020,Wayne,2,3,13,68
3/21/2020,Wayne,0,3,9,77
3/22/2020,Wayne,3,6,14,91
3/23/2020,Wayne,0,6,17,108
3/24/2020,Wayne,1,7,15,123
3/25/2020,Wayne,1,8,37,160
3/26/2020,Wayne,3,11,27,187
3/27/2020,Wayne,1,12,32,219
3/28/2020,Wayne,0,12,13,232
3/29/2020,Wayne,3,15,24,256
3/30/2020,Wayne,4,19,28,284
3/31/2020,Wayne,5,24,33,317
4/1/2020,Wayne,3,27,28,345
4/2/2020,Wayne,3,30,28,373
4/3/2020,Wayne,0,30,35,408
4/4/2020,Wayne,2,32,24,432
4/5/2020,Wayne,2,34,15,447
4/6/2020,Wayne,1,35,31,478
4/7/2020,Wayne,4,39,46,524
4/8/2020,Wayne,0,39,34,558
4/9/2020,Wayne,2,41,34,592
4/10/2020,Wayne,1,42,17,609
4/11/2020,Wayne,0,42,7,616
4/12/2020,Wayne,0,42,8,624
4/13/2020,Wayne,6,48,39,663
4/14/2020,Wayne,0,48,20,683
4/15/2020,Wayne,1,49,12,695
4/16/2020,Wayne,0,49,7,702
4/17/2020,Wayne,0,49,7,709
4/18/2020,Wayne,1,50,6,715
4/19/2020,Wayne,0,50,2,717
4/20/2020,Wayne,1,51,8,725
4/21/2020,Wayne,1,52,16,741
4/22/2020,Wayne,1,53,13,754
4/23/2020,Wayne,0,53,12,766
4/24/2020,Wayne,12,65,257,1023
4/25/2020,Wayne,0,65,36,1059
4/26/2020,Wayne,4,69,28,1087
4/27/2020,Wayne,1,70,53,1140
4/28/2020,Wayne,0,70,45,1185
4/29/2020,Wayne,1,71,54,1239
4/30/2020,Wayne,0,71,56,1295
5/1/2020,Wayne,2,73,43,1338
5/2/2020,Wayne,2,75,86,1424
5/3/2020,Wayne,1,76,88,1512
5/4/2020,Wayne,2,78,66,1578
5/5/2020,Wayne,0,78,93,1671
5/6/2020,Wayne,0,78,93,1764
5/7/2020,Wayne,1,79,95,1859
5/8/2020,Wayne,0,79,63,1922
5/9/2020,Wayne,1,80,101,2023
5/10/2020,Wayne,1,81,72,2095
5/11/2020,Wayne,2,83,64,2159
5/12/2020,Wayne,1,84,168,2327
5/13/2020,Wayne,5,89,120,2447
5/14/2020,Wayne,2,91,110,2557
5/15/2020,Wayne,1,92,86,2643
5/16/2020,Wayne,4,96,118,2761
5/17/2020,Wayne,1,97,114,2875
5/18/2020,Wayne,1,98,128,3003
5/19/2020,Wayne,5,103,187,3190
5/20/2020,Wayne,0,103,155,3345
5/21/2020,Wayne,1,104,104,3449
5/22/2020,Wayne,3,107,163,3612
5/23/2020,Wayne,1,108,107,3719
5/24/2020,Wayne,1,109,106,3825
5/25/2020,Wayne,1,110,170,3995
5/26/2020,Wayne,0,110,339,4334
5/27/2020,Wayne,2,112,303,4637
5/28/2020,Wayne,1,113,290,4927
5/29/2020,Wayne,0,113,299,5226
5/30/2020,Wayne,2,115,284,5510
5/31/2020,Wayne,1,116,228,5738
6/1/2020,Wayne,0,116,216,5954
6/2/2020,Wayne,4,120,396,6350
6/3/2020,Wayne,1,121,468,6818
6/4/2020,Wayne,1,122,323,7141
6/5/2020,Wayne,1,123,409,7550
6/6/2020,Wayne,1,124,362,7912
6/7/2020,Wayne,1,125,322,8234
6/8/2020,Wayne,1,126,362,8596
6/9/2020,Wayne,0,126,388,8984
6/10/2020,Wayne,1,127,509,9493
6/11/2020,Wayne,2,129,460,9953
6/12/2020,Wayne,2,131,348,10301
6/13/2020,Wayne,2,133,363,10664
6/14/2020,Wayne,0,133,160,10824
6/15/2020,Wayne,1,134,456,11280
6/16/2020,Wayne,3,137,298,11578
6/17/2020,Wayne,2,139,184,11762
6/18/2020,Wayne,2,141,224,11986
6/19/2020,Wayne,2,143,280,12266
6/20/2020,Wayne,0,143,249,12515
6/21/2020,Wayne,0,143,239,12754
6/22/2020,Wayne,2,145,297,13051
6/23/2020,Wayne,5,150,305,13356
6/24/2020,Wayne,4,154,227,13583
6/25/2020,Wayne,5,159,171,13754
6/26/2020,Wayne,2,161,280,14034
6/27/2020,Wayne,1,162,246,14280
6/28/2020,Wayne,3,165,276,14556
6/29/2020,Wayne,5,170,334,14890
6/30/2020,Wayne,4,174,230,15120
7/1/2020,Wayne,2,176,298,15418
7/2/2020,Wayne,5,181,234,15652
7/3/2020,Wayne,2,183,269,15921
7/4/2020,Wayne,2,185,357,16278
7/5/2020,Wayne,1,186,259,16537
7/6/2020,Wayne,5,191,466,17003
7/7/2020,Wayne,2,193,270,17273
7/8/2020,Wayne,2,195,352,17625
7/9/2020,Wayne,6,201,354,17979
7/10/2020,Wayne,2,203,233,18212
7/11/2020,Wayne,2,205,325,18537
7/12/2020,Wayne,4,209,290,18827
7/13/2020,Wayne,5,214,285,19112
7/14/2020,Wayne,7,221,268,19380
3/2/2020,Westchester,1,1,1,1
3/3/2020,Westchester,0,1,1,2
3/4/2020,Westchester,0,1,0,2
3/5/2020,Westchester,19,20,42,44
3/6/2020,Westchester,0,20,9,53
3/7/2020,Westchester,22,42,110,163
3/8/2020,Westchester,18,60,207,370
3/9/2020,Westchester,42,102,222,592
3/10/2020,Westchester,9,111,177,769
3/11/2020,Westchester,21,132,183,952
3/12/2020,Westchester,19,151,108,1060
3/13/2020,Westchester,20,171,209,1269
3/14/2020,Westchester,11,182,220,1489
3/15/2020,Westchester,41,223,372,1861
3/16/2020,Westchester,157,380,1219,3080
3/17/2020,Westchester,158,538,1026,4106
3/18/2020,Westchester,261,799,1588,5694
3/19/2020,Westchester,292,1091,1483,7177
3/20/2020,Westchester,296,1387,1459,8636
3/21/2020,Westchester,486,1873,2011,10647
3/22/2020,Westchester,1021,2894,4037,14684
3/23/2020,Westchester,997,3891,3282,17966
3/24/2020,Westchester,800,4691,2371,20337
3/25/2020,Westchester,1253,5944,5951,26288
3/26/2020,Westchester,1243,7187,3227,29515
3/27/2020,Westchester,688,7875,1588,31103
3/28/2020,Westchester,644,8519,1410,32513
3/29/2020,Westchester,807,9326,1595,34108
3/30/2020,Westchester,641,9967,1515,35623
3/31/2020,Westchester,716,10683,1567,37190
4/1/2020,Westchester,884,11567,1891,39081
4/2/2020,Westchester,784,12351,1632,40713
4/3/2020,Westchester,730,13081,1621,42334
4/4/2020,Westchester,642,13723,1621,43955
4/5/2020,Westchester,571,14294,1398,45353
4/6/2020,Westchester,510,14804,1348,46701
4/7/2020,Westchester,1083,15887,2647,49348
4/8/2020,Westchester,1117,17004,2889,52237
4/9/2020,Westchester,1073,18077,2911,55148
4/10/2020,Westchester,652,18729,1679,56827
4/11/2020,Westchester,584,19313,1472,58299
4/12/2020,Westchester,473,19786,1163,59462
4/13/2020,Westchester,405,20191,1145,60607
4/14/2020,Westchester,756,20947,2019,62626
4/15/2020,Westchester,881,21828,2642,65268
4/16/2020,Westchester,648,22476,2042,67310
4/17/2020,Westchester,703,23179,2298,69608
4/18/2020,Westchester,624,23803,2133,71741
4/19/2020,Westchester,503,24306,1599,73340
4/20/2020,Westchester,350,24656,1208,74548
4/21/2020,Westchester,620,25276,2016,76564
4/22/2020,Westchester,683,25959,2317,78881
4/23/2020,Westchester,674,26633,2672,81553
4/24/2020,Westchester,598,27231,2468,84021
4/25/2020,Westchester,433,27664,1951,85972
4/26/2020,Westchester,343,28007,1764,87736
4/27/2020,Westchester,238,28245,1408,89144
4/28/2020,Westchester,381,28626,1843,90987
4/29/2020,Westchester,344,28970,1842,92829
4/30/2020,Westchester,262,29232,1613,94442
5/1/2020,Westchester,394,29626,2359,96801
5/2/2020,Westchester,258,29884,1809,98610
5/3/2020,Westchester,213,30097,1662,100272
5/4/2020,Westchester,143,30240,1225,101497
5/5/2020,Westchester,186,30426,1434,102931
5/6/2020,Westchester,282,30708,2311,105242
5/7/2020,Westchester,197,30905,2224,107466
5/8/2020,Westchester,182,31087,1936,109402
5/9/2020,Westchester,207,31294,1940,111342
5/10/2020,Westchester,90,31384,1321,112663
5/11/2020,Westchester,88,31472,984,113647
5/12/2020,Westchester,139,31611,1925,115572
5/13/2020,Westchester,181,31792,2450,118022
5/14/2020,Westchester,151,31943,2024,120046
5/15/2020,Westchester,154,32097,2059,122105
5/16/2020,Westchester,127,32224,1940,124045
5/17/2020,Westchester,99,32323,1326,125371
5/18/2020,Westchester,79,32402,1125,126496
5/19/2020,Westchester,115,32517,1867,128363
5/20/2020,Westchester,156,32673,2671,131034
5/21/2020,Westchester,94,32767,2350,133384
5/22/2020,Westchester,114,32881,3234,136618
5/23/2020,Westchester,87,32968,2542,139160
5/24/2020,Westchester,81,33049,2323,141483
5/25/2020,Westchester,58,33107,1695,143178
5/26/2020,Westchester,79,33186,2207,145385
5/27/2020,Westchester,107,33293,3266,148651
5/28/2020,Westchester,56,33349,3203,151854
5/29/2020,Westchester,80,33429,3388,155242
5/30/2020,Westchester,52,33481,3290,158532
5/31/2020,Westchester,71,33552,3376,161908
6/1/2020,Westchester,81,33633,3183,165091
6/2/2020,Westchester,58,33691,3253,168344
6/3/2020,Westchester,76,33767,3524,171868
6/4/2020,Westchester,87,33854,4216,176084
6/5/2020,Westchester,70,33924,3979,180063
6/6/2020,Westchester,30,33954,3162,183225
6/7/2020,Westchester,46,34000,3336,186561
6/8/2020,Westchester,35,34035,2577,189138
6/9/2020,Westchester,41,34076,3304,192442
6/10/2020,Westchester,30,34106,3494,195936
6/11/2020,Westchester,69,34175,4954,200890
6/12/2020,Westchester,78,34253,5099,205989
6/13/2020,Westchester,37,34290,3399,209388
6/14/2020,Westchester,37,34327,3594,212982
6/15/2020,Westchester,31,34358,3204,216186
6/16/2020,Westchester,27,34385,3189,219375
6/17/2020,Westchester,24,34409,3998,223373
6/18/2020,Westchester,46,34455,4521,227894
6/19/2020,Westchester,31,34486,3624,231518
6/20/2020,Westchester,35,34521,3879,235397
6/21/2020,Westchester,36,34557,3794,239191
6/22/2020,Westchester,24,34581,2844,242035
6/23/2020,Westchester,16,34597,2320,244355
6/24/2020,Westchester,45,34642,4611,248966
6/25/2020,Westchester,58,34700,4127,253093
6/26/2020,Westchester,48,34748,4520,257613
6/27/2020,Westchester,32,34780,3087,260700
6/28/2020,Westchester,18,34798,2560,263260
6/29/2020,Westchester,40,34838,3702,266962
6/30/2020,Westchester,28,34866,3730,270692
7/1/2020,Westchester,46,34912,4469,275161
7/2/2020,Westchester,68,34980,4827,279988
7/3/2020,Westchester,40,35020,3437,283425
7/4/2020,Westchester,23,35043,4519,287944
7/5/2020,Westchester,41,35084,3639,291583
7/6/2020,Westchester,22,35106,3586,295169
7/7/2020,Westchester,48,35154,3387,298556
7/8/2020,Westchester,29,35183,4843,303399
7/9/2020,Westchester,43,35226,5182,308581
7/10/2020,Westchester,34,35260,4293,312874
7/11/2020,Westchester,37,35297,3958,316832
7/12/2020,Westchester,30,35327,3238,320070
7/13/2020,Westchester,39,35366,3851,323921
7/14/2020,Westchester,28,35394,3598,327519
3/2/2020,Wyoming,0,0,0,0
3/3/2020,Wyoming,0,0,0,0
3/4/2020,Wyoming,0,0,0,0
3/5/2020,Wyoming,0,0,0,0
3/6/2020,Wyoming,0,0,0,0
3/7/2020,Wyoming,0,0,0,0
3/8/2020,Wyoming,0,0,0,0
3/9/2020,Wyoming,0,0,0,0
3/10/2020,Wyoming,0,0,0,0
3/11/2020,Wyoming,0,0,0,0
3/12/2020,Wyoming,0,0,0,0
3/13/2020,Wyoming,0,0,0,0
3/14/2020,Wyoming,0,0,0,0
3/15/2020,Wyoming,1,1,3,3
3/16/2020,Wyoming,0,1,0,3
3/17/2020,Wyoming,0,1,2,5
3/18/2020,Wyoming,1,2,6,11
3/19/2020,Wyoming,0,2,3,14
3/20/2020,Wyoming,0,2,0,14
3/21/2020,Wyoming,0,2,4,18
3/22/2020,Wyoming,2,4,11,29
3/23/2020,Wyoming,0,4,8,37
3/24/2020,Wyoming,0,4,7,44
3/25/2020,Wyoming,3,7,9,53
3/26/2020,Wyoming,0,7,14,67
3/27/2020,Wyoming,0,7,15,82
3/28/2020,Wyoming,1,8,13,95
3/29/2020,Wyoming,0,8,7,102
3/30/2020,Wyoming,1,9,13,115
3/31/2020,Wyoming,1,10,10,125
4/1/2020,Wyoming,4,14,12,137
4/2/2020,Wyoming,1,15,11,148
4/3/2020,Wyoming,3,18,11,159
4/4/2020,Wyoming,4,22,16,175
4/5/2020,Wyoming,1,23,6,181
